Gender,ID,NAME,Status,COUNTRY,WicketKeeping,Full name,Born,Died,Current age,Major teams,Education,Height,Nickname,PlayingRole,Batting style,Bowling style,Other,Relation,In a nutshell,DESCRIPTION,AWARDS,BATTING_Tests_Mat,BATTING_Tests_Inns,BATTING_Tests_NO,BATTING_Tests_Runs,BATTING_Tests_HS,BATTING_Tests_Ave,BATTING_Tests_BF,BATTING_Tests_SR,BATTING_Tests_100,BATTING_Tests_50,BATTING_Tests_4s,BATTING_Tests_6s,BATTING_Tests_Ct,BATTING_Tests_St,BATTING_ODIs_Mat,BATTING_ODIs_Inns,BATTING_ODIs_NO,BATTING_ODIs_Runs,BATTING_ODIs_HS,BATTING_ODIs_Ave,BATTING_ODIs_BF,BATTING_ODIs_SR,BATTING_ODIs_100,BATTING_ODIs_50,BATTING_ODIs_4s,BATTING_ODIs_6s,BATTING_ODIs_Ct,BATTING_ODIs_St,BATTING_T20Is_Mat,BATTING_T20Is_Inns,BATTING_T20Is_NO,BATTING_T20Is_Runs,BATTING_T20Is_HS,BATTING_T20Is_Ave,BATTING_T20Is_BF,BATTING_T20Is_SR,BATTING_T20Is_100,BATTING_T20Is_50,BATTING_T20Is_4s,BATTING_T20Is_6s,BATTING_T20Is_Ct,BATTING_T20Is_St,BATTING_First-class_Mat,BATTING_First-class_Inns,BATTING_First-class_NO,BATTING_First-class_Runs,BATTING_First-class_HS,BATTING_First-class_Ave,BATTING_First-class_BF,BATTING_First-class_SR,BATTING_First-class_100,BATTING_First-class_50,BATTING_First-class_4s,BATTING_First-class_6s,BATTING_First-class_Ct,BATTING_First-class_St,BATTING_List A_Mat,BATTING_List A_Inns,BATTING_List A_NO,BATTING_List A_Runs,BATTING_List A_HS,BATTING_List A_Ave,BATTING_List A_BF,BATTING_List A_SR,BATTING_List A_100,BATTING_List A_50,BATTING_List A_4s,BATTING_List A_6s,BATTING_List A_Ct,BATTING_List A_St,BATTING_T20s_Mat,BATTING_T20s_Inns,BATTING_T20s_NO,BATTING_T20s_Runs,BATTING_T20s_HS,BATTING_T20s_Ave,BATTING_T20s_BF,BATTING_T20s_SR,BATTING_T20s_100,BATTING_T20s_50,BATTING_T20s_4s,BATTING_T20s_6s,BATTING_T20s_Ct,BATTING_T20s_St,BOWLING_Tests_Mat,BOWLING_Tests_Inns,BOWLING_Tests_Balls,BOWLING_Tests_Runs,BOWLING_Tests_Wkts,BOWLING_Tests_BBI,BOWLING_Tests_BBM,BOWLING_Tests_Ave,BOWLING_Tests_Econ,BOWLING_Tests_SR,BOWLING_Tests_4w,BOWLING_Tests_5w,BOWLING_Tests_10,BOWLING_ODIs_Mat,BOWLING_ODIs_Inns,BOWLING_ODIs_Balls,BOWLING_ODIs_Runs,BOWLING_ODIs_Wkts,BOWLING_ODIs_BBI,BOWLING_ODIs_BBM,BOWLING_ODIs_Ave,BOWLING_ODIs_Econ,BOWLING_ODIs_SR,BOWLING_ODIs_4w,BOWLING_ODIs_5w,BOWLING_ODIs_10,BOWLING_T20Is_Mat,BOWLING_T20Is_Inns,BOWLING_T20Is_Balls,BOWLING_T20Is_Runs,BOWLING_T20Is_Wkts,BOWLING_T20Is_BBI,BOWLING_T20Is_BBM,BOWLING_T20Is_Ave,BOWLING_T20Is_Econ,BOWLING_T20Is_SR,BOWLING_T20Is_4w,BOWLING_T20Is_5w,BOWLING_T20Is_10,BOWLING_First-class_Mat,BOWLING_First-class_Inns,BOWLING_First-class_Balls,BOWLING_First-class_Runs,BOWLING_First-class_Wkts,BOWLING_First-class_BBI,BOWLING_First-class_BBM,BOWLING_First-class_Ave,BOWLING_First-class_Econ,BOWLING_First-class_SR,BOWLING_First-class_4w,BOWLING_First-class_5w,BOWLING_First-class_10,BOWLING_List A_Mat,BOWLING_List A_Inns,BOWLING_List A_Balls,BOWLING_List A_Runs,BOWLING_List A_Wkts,BOWLING_List A_BBI,BOWLING_List A_BBM,BOWLING_List A_Ave,BOWLING_List A_Econ,BOWLING_List A_SR,BOWLING_List A_4w,BOWLING_List A_5w,BOWLING_List A_10,BOWLING_T20s_Mat,BOWLING_T20s_Inns,BOWLING_T20s_Balls,BOWLING_T20s_Runs,BOWLING_T20s_Wkts,BOWLING_T20s_BBI,BOWLING_T20s_BBM,BOWLING_T20s_Ave,BOWLING_T20s_Econ,BOWLING_T20s_SR,BOWLING_T20s_4w,BOWLING_T20s_5w,BOWLING_T20s_10
M,30954,Jacob Martin,R,India,No,Jacob Joseph Martin,"
May 11, 1972, Baroda, Gujarat ",,46 years 316 days,"['India,', 'Assam,', 'Baroda,', 'Railways']",,,,,Right-hand bat,Legbreak googly,,,,"[""\nEven though Jacob Martin did not exactly set the Yarra on fire on the tour of Australia in 1999-2000, he did give enough evidence in his batting style that, if encouraged, he could be a long-term prospect. In the first place, no can question Martin's insatiable appetite for runs. One of only half a dozen players in the history of the Ranji Trophy championship to get over 1000 runs in a season, Martin, thanks to his great deeds for Baroda during 1998-99, became a nationally known figure. He was one of those who forced their way into the Indian team by strong performances around the domestic circuit. But unlike some others who also made the grade on similar credentials, Martin showed that he was made of sterner stuff. \n"", 'In addition to his hunger for runs, Martin has the right approach and an ideal temperament and has the makings of a solid middle-order batsman. He was perhaps a bit unfortunate in that he was run out so often in Australia, more often than not because of some superb work in the field. But as he showed while making 39 in a losing cause against Pakistan in the Carlton & United series, he has a wide range of strokes, coupled with impeccable timing and technique. He is one who should be judged not just on facts and figures, but on style and attitude.', 'Martin shifted allegiance to Railways in the 2002-03 domestic season before returning to represent Baroda for four more seasons. He announced his retirement in the middle of the 2007-08 season - a decision taken hastily after selection issues - but decided to revert his decision and return for the 2008-09 season. \n', '  (November 2007)']",[],,,,,,,,,,,,,,,10,8,1,158,39,22.57,331,47.73,0,0,15,0,6,0,,,,,,,,,,,,,,,138,227,30,9192,271,46.65,,,23,47,,,118,4,101,96,21,2948,133,39.3,,,3,20,,,37,2,2,2,0,14,10,7,18,77.77,0,0,2,0,1,0,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,138,,618,459,10,5/51,,45.9,4.45,61.8,,1,0,101,,373,283,9,2/15,2/15,31.44,4.55,41.4,0,0,0,2,,,,,,,,,,,,
M,30934,Sanjay Manjrekar,R,India,No,Sanjay Vijay Manjrekar,"
July 12, 1965, Mangalore, Mysore ",,53 years 254 days,"['India,', 'Mumbai']",,,,,Right-hand bat,Right-arm offbreak,Commentator,"['Great-uncle - ', ',', 'Father - ']",,"[""\nSanjay Manjrekar pursued technical perfection like a man obsessed, but for a batsman hailed as the next Sunil Gavaskar, he ended up with a career that was largely unrealised. Though he never saw his father Vijay bat, those who did couldn't help commenting that the technical rectitude was inherited. His century against a four-prong West Indian pace attack at Bridgetown in 1988-89 was masterful, and he followed it up with a double and single century in Pakistan. But he only managed one other century - a laboured if match-saving effort in Zimbabwe's inaugural Test. He struggled to find his rhythm and form on bouncy pitches in Australia and South Africa, and never recaptured that poise and balance. Manjrekar made an unsuccessful attempt at reinventing himself as an opener in 1997, and faded out of the international scene. He kept wicket occasionally, and often regaled team-mates with his singing. He now works as a television commentator and media pundit. \n""]",[],37,61,6,2043,218,37.14,5282,38.67,4,9,220,1,25,1,74,70,10,1994,105,33.23,3101,64.3,1,15,99,10,23,0,,,,,,,,,,,,,,,147,217,31,10252,377,55.11,,,31,46,,,103,2,145,138,25,5175,139,45.79,,,9,38,,,64,0,,,,,,,,,,,,,,,37,3,17,15,0,,,,5.29,,0,0,0,74,3,8,10,1,1/2,1/2,10,7.5,8,0,0,0,,,,,,,,,,,,,,147,,383,238,3,1/4,,79.33,3.72,127.6,,0,0,145,,14,22,1,1/2,1/2,22,9.42,14,0,0,0,,,,,,,,,,,,,
M,30923,Maninder Singh,R,India,No,Maninder Singh,"
June 13, 1965, Poona (now Pune), Maharashtra ",,53 years 283 days,"['India,', 'Delhi,', 'Shropshire']",,,,,Right-hand bat,Slow left-arm orthodox,Umpire,,,"[""\nFor an all-too-brief period in the mid-1980s, Maninder Singh was Indian spin's candle in the wind - the heir-apparent to Bishan Bedi. Like many protégés doomed to follow in famous footsteps, Maninder's journey was a tortuous one. As a raw 17-year-old, he had it all: beguiling flight, variety and an ability to rip the ball on helpful surfaces. Matchwinning performances in England in 1986 were followed by plentiful harvests at home against Sri Lanka and Pakistan. But everything came unstuck with painful swiftness. He lost his rhythm, his tantalising loop and ultimately his place in the side. Despite an abortive comeback in the early '90s, when he desperately experimented with his bowling action, Maninder - like Laxman Shivaramakrishnan - has come to epitomise unfulfilled promise. His enduring place in the game's history is unlikely to be as a matchwinning spinner, but rather as Greg Matthews's final victim in the second Tied Test at Madras in 1986-87."", ' \n']",[],35,38,12,99,15,3.8,,,0,0,,1,9,0,59,18,14,49,8*,12.25,90,54.44,0,0,1,0,18,0,,,,,,,,,,,,,,,145,140,58,1387,102*,16.91,,,1,5,,,59,0,110,42,23,207,44,10.89,,,0,0,,,37,0,,,,,,,,,,,,,,,35,52,8218,3288,88,7/27,10/107,37.36,2.4,93.3,5,3,2,59,57,3133,2066,66,4/22,4/22,31.3,3.95,47.4,1,0,0,,,,,,,,,,,,,,145,,36273,14457,606,8/48,,23.85,2.39,59.8,,46,14,110,,5832,3748,128,4/22,4/22,29.28,3.85,45.5,2,0,0,,,,,,,,,,,,,
M,30912,Ashok Malhotra,R,India,No,Ashok Omprakash Malhotra,"
January 26, 1957, Amritsar, Punjab ",,62 years 56 days,"['India,', 'Bengal,', 'Haryana']",,,,,Right-hand bat,Right-arm medium,,,,"['\nAn attractive right-hand middle-order batsman cast in the GR Viswanath mould, the stockily built Ashok Malhotra never really did justice to his talent in Test cricket and his overall figures are disappointing. Picked to play for the country on the basis of some excellent performances in domestic matches, Malhotra did nothing of note in his first few Tests and was discarded. He toured West Indies in 1983 without making the Test team. Back in the squad against West\nIndies at home in 1983-84, Malhotra fared better with scores of 32, 72*, 20 and 30 (top score in a total of 90). He was then dropped again before returning to play in one Test against England in 1984-85. He was a member of the Indian team that won the World Championship of Cricket in Australia in 1985. \n', 'In domestic cricket however Malhotra was a prolific run getter and for a long time he held the record of most runs in the Ranji Trophy - 7274 at 52.49 with 18 hundreds. His highest score was 258 not out for Bengal against Hyderabad in 1989-90. Later he became a Test selector, and went on to coach Bengal. ']",[],7,10,1,226,72*,25.11,,,0,1,,0,2,0,20,19,4,457,65,30.46,645,70.85,0,1,,,4,0,,,,,,,,,,,,,,,156,227,35,9784,258*,50.95,,,24,52,,,80,0,70,64,10,1755,87,32.5,,,0,10,,,23,0,,,,,,,,,,,,,,,7,2,18,3,0,,,,1,,0,0,0,20,1,6,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,156,,509,347,1,1/37,,347,4.09,509,,0,0,70,,346,259,6,3/49,3/49,43.16,4.49,57.6,0,0,0,,,,,,,,,,,,,
M,30750,VVS Laxman,R,India,No,Vangipurappu Venkata Sai Laxman,"
November 1, 1974, Hyderabad, Andhra Pradesh ",,44 years 142 days,"['India,', 'Deccan Chargers,', 'Hyderabad (India),', 'Kochi Tuskers Kerala,', 'Lancashire']","Little Flower High School, St. John's School",,,Batsman,Right-hand bat,Right-arm offbreak,,,,"[""\nAt his sublime best, VVS Laxman is a sight for the gods. Wristy, willowy and sinuous, he can match - sometimes even better - Tendulkar for strokeplay. His on-side game is comparable to his idol Azharuddin's, yet he is decidedly more assured on the off side and has the rare gift of being able to hit the same ball to either side. The Australians, who have suffered more than most, paid the highest compliment after India's 2003-04 tour Down Under by admitting they did not know where to bowl to him. Laxman, a one-time medical student, finally showed signs of coming to terms with his considerable gifts in March 2001, as he tormented Steve Waugh's thought-to-be-invincible Australians with a majestic 281 to stand the Kolkata Test on its head. But even though he had another wonderful series against the Australians in 2003-04 with two centuries, one of them involving a back-from-the-dead, match-winning, 300-plus partnership with Kolkata ally Rahul Dravid at Adelaide, he hasn't quite managed the consistency that could have turned him into a batting great.  Between dazzling and sometimes workmanlike hundreds, he has suffered the frustration of numerous twenties and thirties and has lost his place in the one-day side. Nothing, though, has deterred him from tormenting his favourite opponents with silken strokes and piles of runs: in the course of the double-hundred at Feroz Shah Kotla in 2008, he became the second Indian batsman after Tendulkar to score more than 2000 runs against the Australians. A couple of years later, batting with a runner due to back spasms, he conjured up a magical unbeaten 73 in a thrilling run-chase in Mohali. \n"", 'However, in 2011 the runs dried up in two successive overseas trips - in eight innings in England he scored 182, and then the poor run continued in his favourite country and against his favourite opponent, Australia. With India losing those matches badly, his future as an international player was suddenly under threat.\n', ""There were calls from former players and commentators questioning Laxman's selection for the two-Test home series against New Zealand in August 2012. On August 18, though, less than a week before the series was to begin in his hometown Hyderabad, Laxman announced his retirement from international cricket with immediate effect, resisting the temptation to end his career in front of his home crowd."", ' ', ' ']",['Wisden Cricketer of the Year 2002'],134,225,34,8781,281,45.97,17785,49.37,17,56,1135,5,135,0,86,83,7,2338,131,30.76,3282,71.23,6,10,222,4,39,0,,,,,,,,,,,,,,,267,436,54,19730,353,51.64,,,55,98,,,277,1,173,166,19,5078,131,34.54,,,9,28,,,74,0,25,25,3,491,78*,22.31,428,114.71,0,3,57,8,4,0,134,13,324,126,2,1/2,1/2,63,2.33,162,0,0,0,86,4,42,40,0,,,,5.71,,0,0,0,,,,,,,,,,,,,,267,,1835,754,22,3/11,,34.27,2.46,83.4,,0,0,173,,698,548,8,2/42,2/42,68.5,4.71,87.2,0,0,0,25,,,,,,,,,,,,
M,30745,Raman Lamba,R,India,No,Raman Lamba,"
January 2, 1960, Meerut, Uttar Pradesh ","February 22, 1998, Dhaka, Bangladesh (aged 38 years 51 days) ",,"['India,', 'Ireland,', 'Delhi']",,,,,Right-hand bat,Right-arm medium,,,,"['\n', 'Raman Lamba was a journeyman cricketer who came into prominence in the 1986-87 one-day series against Australia, when a hundred and two fifties in six matches won him the Man of the Series award. Short on technique but long on bravado, Lamba was blessed with a superb eye and quickfire reflexes. He liked to give bowlers the charge, and had a flair for improvisation that made for great entertainment. His one-day form was patchy after that dream debut, and he looked pedestrian in his four Tests. He remained a prolific scorer in first-class cricket, with two triple-centuries and a Ranji Trophy average of 53. He had expressed a desire to play on for Delhi until the age of 45, but was only 38 when he died after being hit on the head while fielding at forward short leg during a club match in Bangladesh.  ', ' \n']",[],4,5,0,102,53,20.4,,,0,1,,0,5,0,32,31,2,783,102,27,1166,67.15,1,6,,,10,0,,,,,,,,,,,,,,,121,175,12,8776,320,53.84,,,31,27,,,60,0,82,76,7,2543,127,36.85,,,7,13,,,21,0,,,,,,,,,,,,,,,4,,,,,,,,,,,,,32,3,19,20,1,1/9,1/9,20,6.31,19,0,0,0,,,,,,,,,,,,,,121,,816,423,6,2/9,,70.5,3.11,136,,0,0,82,,295,184,4,2/45,2/45,46,3.74,73.7,0,0,0,,,,,,,,,,,,,
M,30873,Madan Lal,R,India,No,Madan Lal Udhouram Sharma,"
March 20, 1951, Amritsar, Punjab ",,68 years 3 days,"['India,', 'Delhi,', 'Punjab']",,,,,Right-hand bat,Right-arm medium,,Son - ,,"['\nFor many years, one of the leading utility players in the country, Madan Lal proved his value to the side both with his courageous middle-order batting and his nippy medium-pace bowling.  He was useful both in Test cricket - as he proved while bowling India to victory over England at Bombay in 1981 or by rescuing the country by scoring a\ngallant 74 against Pakistan at Bangalore in 1983 - and in the one-day game - he was one of the heroes of the 1983 World Cup-winning side and earned his name by his spell of three quick wickets that broke the back of the West Indies batting in the final.  \n', ""He was first picked for the 1974 tour of England based largely on some outstanding\nperformances around the domestic circuit. He remained an integral part of the Indian team till the 1977-78 tour of Australia. Then for some inexplicable reason, he was out of the side till he was brought back for the series against England in 1981-82. He performed commendably, proving that he had received a raw deal from the selectors for three years, and was then a regular member of the team till 1985. Replaced by younger medium pacers, Madan Lal was brought back for two Tests in England in 1986 - he wasn't a member of the touring squad but was playing in league cricket - and again did well."", 'At the domestic level, Madan Lal was both a prolific run getter and regular wicket-taker, frequently rescuing his team from a bad start or by taking some quick wickets. His all round record in the Ranji Trophy - 5270 runs and 351 wickets - is one of the best in the national competition. After retirement, he kept in close touch with the game by becoming the coach of the A team and later the senior squad and then a national selector. ', ' June 2008']",[],39,62,16,1042,74,22.65,,,0,5,,1,15,0,67,35,14,401,53*,19.09,645,62.17,0,1,,,18,0,,,,,,,,,,,,,,,232,327,89,10204,223,42.87,,,22,50,,,141,0,111,71,25,1171,64,25.45,,,0,5,,,31,0,,,,,,,,,,,,,,,39,63,5997,2846,71,5/23,6/47,40.08,2.84,84.4,1,4,0,67,64,3164,2137,73,4/20,4/20,29.27,4.05,43.3,2,0,0,,,,,,,,,,,,,,232,,33123,15938,625,9/31,,25.5,2.88,52.9,,27,5,111,,5456,3594,119,4/20,4/20,30.2,3.95,45.8,2,0,0,,,,,,,,,,,,,
M,31820,Ashish Nehra,R,India,No,Ashish Nehra,"
April 29, 1979, Delhi ",,39 years 328 days,"['India,', 'Asia XI,', 'Chennai Super Kings,', 'Delhi,', 'Delhi Daredevils,', 'Mumbai Indians,', 'Pune Warriors,', 'Sunrisers Hyderabad']",,,,Bowler,Right-hand bat,Left-arm medium-fast,,,,"['\nAshish Nehra brings to the popping-crease most of the virtues of a classical left-arm fast bowler - pace, accuracy, subtle variations of line and length, an ability to move the ball off the wicket and a devastating late inswinger that can harass the best. But with all those gifts came a curse - his brittle body, which may well have contributed to him playing his last Test in 2004. Still T20 cricket, which has a cap of only four overs, gave Nehra a lifeline and at 36 he revived his international career because he had reprised the ability to move the ball at 140 kph, and became one of India\'s most successful bowlers in the 2016 World T20.\n \nNehra came out of his first full tour - to Zimbabwe in 2000-01 - with his reputation as one of the most promising new-ball bowlers on the international circuit vastly enhanced, and his performance in Bulawayo played a key role in India winning a Test outside the subcontinent for the first time in 15 years. He struggled to establish himself thereafter, as inconsistency and injuries saw him slip down the pace bowling list.\n \nThe high point of that difficult period came in the 2003 World Cup against England, where he scalped 6 for 23 and then threw up by the side of the pitch. Surgery on a troublesome ankle, and an indifferent tour of Australia followed, and Nehra\'s status as an automatic pick was lost. He pulled out midway through the 2005 Zimbabwe tour and had a succession of operations on his ankle that slowed down his career. He hit the headlines with creditable showings in the IPL, particularly in the second season, and was recalled to the ODI squad for the tour of West Indies in June 2009 and found his mojo again.\n \nHis 31 ODI wickets in 2009 were the most he had ever taken in a year, and he followed it up with 28 dismissals in 2010 to establish his place in India\'s 2011 World Cup squad. He bowled a match-winning spell against Pakistan in the semi-final, but his body failed him again - an on-field injury prevented him from playing the final, which India won to become world champions.\n \nIt was long thought that was the end of Nehra, but he willed himself back into contention picking up 22 wickets for Chennai Super Kings in 2015 - the most by an Indian fast bowler. ""I don\'t know what has happened. Whether it is my face, I don\'t know,"" he joked on being ignored by India\'s selectors in June. Six months later - and four years since his last appearance for India - he was brought back to the fold for a tour of Australia. With his help, India won their first limited-overs trophy Down Under and Nehra continued his fine form into the Asia Cup and the 2016 World T20. \n', ""Nehra was a key player for Sunrisers Hyderabad in the first part of their triumphant 2016 IPL campaign before an injury halted his season. He underwent surgery on his right knee in London, and didn't play any serious cricket for the rest of the year, but India's selectors retained enough faith in him to pick him for the T20 series against England in January 2017.""]",[],17,25,11,77,19,5.5,256,30.07,0,0,8,3,5,0,120,46,21,141,24,5.64,246,57.31,0,0,12,3,18,0,27,5,0,28,22,5.6,39,71.79,0,0,1,2,4,0,90,109,31,756,57,9.69,,,0,1,,,25,0,201,87,35,463,37*,8.9,,,0,0,,,37,0,132,28,15,69,22*,5.3,102,67.64,0,0,4,3,27,0,17,29,3447,1866,44,4/72,6/117,42.4,3.24,78.3,2,0,0,120,120,5751,4981,157,6/23,6/23,31.72,5.19,36.6,5,2,0,27,27,588,758,34,3/19,3/19,22.29,7.73,17.2,0,0,0,90,,16966,8832,303,7/14,,29.14,3.12,55.9,,14,4,201,,9701,8086,245,6/23,6/23,33,5,39.5,9,2,0,132,132,2845,3653,162,4/10,4/10,22.54,7.7,17.5,2,0,0
M,34118,Sridharan Sriram,R,India,No,Sridharan Sriram,"
February 21, 1976, Madras (now Chennai), Tamil Nadu ",,43 years 30 days,"['India,', 'Scotland,', 'Ahmedabad Rockets,', 'Delhi Daredevils,', 'Maharashtra,', 'Royal Challengers Bangalore,', 'Tamil Nadu']",,,,Batsman,Left-hand bat,Slow left-arm orthodox,,,,"['\n', ""\nA doughty left-handed allrounder, Sridharan Sriram emerged from the junior ranks to set domestic cricket ablaze with some prolific runmaking. Starting off as a left-arm spinner, he took 29 wickets on India's Under-19 tour of South Africa in 1992-93. But it was as a batsman that he came to national notice, becoming only the third batsman to score 1000 runs in a domestic season, which - with the aid of five centuries - he did in 1999-2000. He was given a few one-day internationals and failed to impress, but he was the most consistent opener in domestic cricket for a while. He transferred from Tamil Nadu to Maharashtra in 2006-07 but the following season, joined the rebel Indian Cricket League. Initially with the Chennai Superstars, he moved to the Ahmedabad Rockets. He accepted the BCCI's amnesty offer and quit the league in 2009, along with a host of other Indian players. He was signed up by Royal Challengers Bangalore for the IPL the following year. "", ' March 2010 \n']",[],,,,,,,,,,,,,,,8,7,1,81,57,13.5,135,60,0,1,9,0,1,0,,,,,,,,,,,,,,,133,194,14,9539,288,52.99,,,32,36,,,70,0,147,138,14,4169,148*,33.62,,,4,26,,,44,0,15,14,3,233,39*,21.18,234,99.57,0,0,16,2,7,0,,,,,,,,,,,,,,8,8,324,274,9,3/43,3/43,30.44,5.07,36,0,0,0,,,,,,,,,,,,,,133,,8299,3916,85,4/26,,46.07,2.83,97.6,,0,0,147,,4637,3508,115,5/43,5/43,30.5,4.53,40.3,2,1,0,15,10,168,227,4,1/19,1/19,56.75,8.1,42,0,0,0
M,34105,Javagal Srinath,R,India,No,Javagal Srinath,"
August 31, 1969, Mysore, Karnataka ",,49 years 204 days,"['India,', 'Gloucestershire,', 'Karnataka,', 'Leicestershire']",,,,,Right-hand bat,Right-arm fast-medium,Referee,,,"['\n', ""\nArguably the nation's fastest-ever bowler, Javagal Srinath heralded a period\nof awakening for Indian pace bowling, after Kapil Dev's swing had fired\npopular imagination. And when he retired from international cricket of 11\nyears in 2003, Srinath was second only to Kapil in number of Test wickets by\nan Indian paceman. \n"", 'On his day, Srinath was outstanding. With a strong shoulder action, he hit\nthe pitch with force, and bowled mainly incutters and inswingers, though in\nthe right conditions he could move it the other way. As much as the slips,\nSrinath brought into play the man at short leg. On the dustbowls of India,\nhe learned to harness the power of the old ball off the seam rather than in\nthe air, the finest demonstration of which was his 6 for 21 at Ahmedabad in\n1996-97 to bowl out South Africa in the fourth innings.', ""Late in his career - perhaps later than should have been - Srinath added\nvariations to his bowling, in particular using the leg-cutter and the slower\ndelivery to good effect in one-day cricket. In these final years, he played\nbig brother to India's rising seamers, and himself excelled in India's World\nCup campaign, Srinath's last international outing. As a batsman, he provided\nchaotic entertainment, but only occasionally fulfilled his potential."", ""Srinath's weak points were his stamina and his fragility under pressure. He often gave the impression that he could have done more, but by the time he was finished he had, in many ways, done enough.\n("", ')']",[],67,92,21,1009,76,14.21,2037,49.53,0,4,110,8,22,0,229,121,38,883,53,10.63,1109,79.62,0,1,62,17,32,0,,,,,,,,,,,,,,,147,191,34,2276,76,14.49,,,0,7,,,62,0,290,157,47,1153,53,10.48,,,0,1,,,49,0,,,,,,,,,,,,,,,67,121,15104,7196,236,8/86,13/132,30.49,2.85,64,8,10,1,229,227,11935,8847,315,5/23,5/23,28.08,4.44,37.8,7,3,0,,,,,,,,,,,,,,147,,28618,14027,533,9/76,,26.31,2.94,53.6,,23,3,290,,14981,10684,407,5/23,5/23,26.25,4.27,36.8,9,4,0,,,,,,,,,,,,,
M,34103,Kris Srikkanth,R,India,No,Krishnamachari Srikkanth,"
December 21, 1959, Madras (now Chennai) ",,59 years 92 days,"['India,', 'Tamil Nadu']",,,,,Right-hand bat,Right-arm offbreak,,"['Son - ', ',', 'Son - ']",,"[""\nIn his time the Indiana Jones of Indian cricket, Srikkanth's batting style was entertaining, innovative and explosive. Indeed, his approach came as a whiff of fresh air and, not unexpectedly, he was a great crowd puller. A swashbuckling opening batsman cast in the Mushtaq Ali mould, Srikkanth could destroy the strongest and most fearsome attacks in the world by fearless pulling, hooking and driving. But there were times when he could be dismissed by some pretty ordinary bowling. Gifted with a good eye and super-quick reflexes, Srikkanth's buccaneering methods quickly caught the eye of the selectors and he made his international debut at 21. Consistency however was not his watchword and he was more out of than in the Indian team. But by the mid 80s, his attacking methods had acquired some discipline and he remained the regular opening batsman till 1989. Appointed captain for the tour of Pakistan that year he achieved a major triumph when the team drew all the four Tests. But the selectors pounced on his batting failures and he only made it back after two years in the wilderness. By this time he was over 30 and he did not have the reflexes of old. And when he was not selected for the South Zone team in 1993, Srikkanth, at 33, announced his retirement. If his Test record is impressive, given his sometimes outrageous batting style, he was a natural for the limited-overs game. At the time he quit the scene, Srikkanth had scored more runs and more centuries than any other Indian cricketer and he made them in double-quick time exasperating some of the finest and fastest bowlers in the game. He was one of the heroes of the World Cup triumph in 1983 and also played in the competition in 1987 and 1992. After leaving the game, Srikkanth has worked as a cricket analyst for various Indian news channels and in February 2008, was named the ambassador for the Chennai Super Kings franchise of the Indian Premier League. Later than year, he succeeded Dilip Vengsarkar as the chairman of India's first ever paid selection panel.\n"", ' September 2008 \n']",[],43,72,3,2062,123,29.88,,,2,12,,19,40,0,146,145,4,4091,123,29.01,5702,71.74,4,27,,,42,0,,,,,,,,,,,,,,,134,213,3,7349,172,34.99,,,12,45,,,93,0,184,183,5,5209,123,29.26,,,5,32,,,53,0,,,,,,,,,,,,,,,43,16,216,114,0,,,,3.16,,0,0,0,146,33,712,641,25,5/27,5/27,25.64,5.4,28.4,0,2,0,,,,,,,,,,,,,,134,,2533,1442,29,3/14,,49.72,3.41,87.3,,0,0,184,,961,901,31,5/27,5/27,29.06,5.62,31,0,2,0,,,,,,,,,,,,,
